issue_number,title,url,labels,created_at
4454,[Bug]: RuntimeError: Engine core initialization failed. See root cause above. Failed core proc(s): {},https://github.com/vllm-project/vllm-ascend/issues/4454,,Unknown
4461,[Bug]: Accuracy issue on Qwen3-30B-A3B,https://github.com/vllm-project/vllm-ascend/issues/4461,,Unknown
4466,[Bug]: PD分离在D节点开启Full_decoce_only后多并发推理报错,https://github.com/vllm-project/vllm-ascend/issues/4466,,Unknown
4474,[Bug]: vllm-ascend:v0.11.0rc2  qwen3-next-80B OOM,https://github.com/vllm-project/vllm-ascend/issues/4474,,Unknown
4481,[Bug]: 启动Qwen3-Reranker模型调用rerank API直接Crash,https://github.com/vllm-project/vllm-ascend/issues/4481,,Unknown
4487,[Bug]: vLLM-ascend0.11.0rc2-310p拉起Qwen3-32B-w4a4报错：AttributeError: 'AscendQKVParallelLinear' object has no attribute 'weight',https://github.com/vllm-project/vllm-ascend/issues/4487,,Unknown
4488,[Bug]: PD分离LLMDataDist在Box上超过8卡失败,https://github.com/vllm-project/vllm-ascend/issues/4488,,Unknown
4618,[Bug]: olmOCR-2-7B-1025: Poor Accuracy with vllm-ascend vs A100 vLLM,https://github.com/vllm-project/vllm-ascend/issues/4618,,Unknown
4664,[Bug]: A+X环境部署12月1日发布的deepseek-V3.2模型InterleaveRope和KvRmsNormRopeCache算子编译失败。,https://github.com/vllm-project/vllm-ascend/issues/4664,,Unknown
4665,[Bug]: Qwen3-VL-235B-A22B-Instruct inference error,https://github.com/vllm-project/vllm-ascend/issues/4665,,Unknown
4679,[Bug]: Hardware Compatibility Issue when Running qwen3-reranker-8b on Image Version v0.11.0rc3,https://github.com/vllm-project/vllm-ascend/issues/4679,,Unknown
4695,[Bug]: 设置VLLM_ENABLE_FUSED_EXPERTS_ALLGATHER_EP=1推理deepseek-r1，模型乱回答问题,https://github.com/vllm-project/vllm-ascend/issues/4695,,Unknown
4792,[Bug]: DeepSeek-V3.2 start failed,https://github.com/vllm-project/vllm-ascend/issues/4792,,Unknown
4796,[Bug]: 不支持bge-reranker-v2-m3？,https://github.com/vllm-project/vllm-ascend/issues/4796,,Unknown
4803,[Bug]: PD混布多DP场景下chunksize大于8K会存在精度问题,https://github.com/vllm-project/vllm-ascend/issues/4803,,Unknown
4808,[v0.11.0] FAQ / Feedback | 问题/反馈,https://github.com/vllm-project/vllm-ascend/issues/4808,,Unknown
4835,[Bug]: v0.11.0rc3拉起DeepSeek-V3.2报错:KeyError: 'model.embed_tokens.weight',https://github.com/vllm-project/vllm-ascend/issues/4835,,Unknown
4859,"[Bug]: Encountered ""call aclnnInplaceZero failed, error code is 561103"" when running example inference test",https://github.com/vllm-project/vllm-ascend/issues/4859,,Unknown
4863,[Bug]: Runtime Error: ImportError: cannot import name 'STR_DTYPE_TO_TORCH_DTYPE' from 'vllm.utils' when running vllm-ascend with Qwen3-Reranker-8B,https://github.com/vllm-project/vllm-ascend/issues/4863,,Unknown
5020,[Bug]: Encounter an out of memory error with the tutorial of V0.12.0RC1 for Qwen3-Next,https://github.com/vllm-project/vllm-ascend/issues/5020,,Unknown
5031,"[Bug]: Launch model with lora, cannot access to the original model, and have accuracy issue",https://github.com/vllm-project/vllm-ascend/issues/5031,,Unknown
5041,[Bug]:  DS-V3.2 A2部署测试时，出现张量形状大小不一致的报错,https://github.com/vllm-project/vllm-ascend/issues/5041,,Unknown
5043,[Bug]: Qwen3-next enable mtp with 0.12.0rc1 ops-error occurred.,https://github.com/vllm-project/vllm-ascend/issues/5043,,Unknown
5056,"[Bug]: DeepSeek-V3.2 with A2(64G) * 16 with exception <code>RuntimeError: aclnnLightningIndexer or aclnnLightningIndexerGetWorkspaceSize not in libopapi.so, or libopapi.sonot found.</code>",https://github.com/vllm-project/vllm-ascend/issues/5056,,Unknown
5076,[Bug]: EngineCore encountered an issue running Qwen3-Coder-480B-A35B-Instruct with Full decode only graph.,https://github.com/vllm-project/vllm-ascend/issues/5076,,Unknown
5083,[Bug]: the output is None of model inference when using vllm-asend 0.12.0 rc1,https://github.com/vllm-project/vllm-ascend/issues/5083,,Unknown
5087,[Bug]:(EngineCore_DP1 pid=235461) INFO 12-16 08:25:51 [shm_broadcast.py:466] No available shared memory broadcast block found in 60 seconds. This typically happens when some processes are hanging or doing some time-consuming work (e.g. compilation).,https://github.com/vllm-project/vllm-ascend/issues/5087,,Unknown
5213,[Bug]: fail to start multi server on the same NPU,https://github.com/vllm-project/vllm-ascend/issues/5213,,Unknown
5215,[Bug]: Phi-4-mini-instruct benchmark推理精度异常为0.08%,https://github.com/vllm-project/vllm-ascend/issues/5215,,Unknown
5219,[Bug]: The _PCP and _MC2 communication group did not consider the PP in the initialization process of <code>parallel_state.py</code>.,https://github.com/vllm-project/vllm-ascend/issues/5219,,Unknown
5227,[Bug]:suffix spec decode in v0.12.0rc1 run with PP&gt;2 meet IndexError,https://github.com/vllm-project/vllm-ascend/issues/5227,,Unknown
5245,[Bug]:AttributeError: 'Qwen3VLConfig' object has no attribute 'num_key_value_heads,https://github.com/vllm-project/vllm-ascend/issues/5245,,Unknown
5252,[Bug]: Probabilistic failure on tests/e2e/singlecard/test_async_scheduling.py::test_with_spec_decoding,https://github.com/vllm-project/vllm-ascend/issues/5252,,Unknown
5262,[Bug] VL Model Out-of-Memory (OOM) Due to Missing MM Cache in determine_available_memory,https://github.com/vllm-project/vllm-ascend/issues/5262,,Unknown
5269,[Bug] Qwen2.5 Generates Garbled Output on Prefix Cache Hit,https://github.com/vllm-project/vllm-ascend/issues/5269,,Unknown
5295,[Bug]: GLM DP2 + TP8 910B 16卡,https://github.com/vllm-project/vllm-ascend/issues/5295,,Unknown
5367,[Bug]: 未对流式输出media_type做分支处理,https://github.com/vllm-project/vllm-ascend/issues/5367,,Unknown
5385,[Bug]: AttributeError: 'AscendRotartEmbedding' object has no attribute 'cos_cached',https://github.com/vllm-project/vllm-ascend/issues/5385,,Unknown
5401,[Bug]: Failed to load Qwen3-Next-80B on 910B by docker image v0.11.0,https://github.com/vllm-project/vllm-ascend/issues/5401,,Unknown
5404,[Bug]: Mooncake Layerwise PD分离部署DeepSeek-v3-W8A8模型，Decoder节点收到KV缓存后未应用,https://github.com/vllm-project/vllm-ascend/issues/5404,,Unknown
5414,[Bug]: Qwen3omni 推理时未能充分利用KV Cache,https://github.com/vllm-project/vllm-ascend/issues/5414,,Unknown
5429,[Bug]: Qwen1.5-14B A2单机8卡量化推理部署，处理请求时报错,https://github.com/vllm-project/vllm-ascend/issues/5429,,Unknown
5439,[Bug]: test_qwen3_next_distributed_mp_eager_mtp_similarity_tp4 fail because accuracy drop,https://github.com/vllm-project/vllm-ascend/issues/5439,,Unknown
5509,"[Bug]: DeepSeek-V3.1  RuntimeError: The Inner error is reported as above. The process exits for this inner error, and the current working operator name is aclnnInplaceCopy.",https://github.com/vllm-project/vllm-ascend/issues/5509,,Unknown
5514,[Bug]: vllm-ascend部署GLM4.6V报错：AttributeError: 'NPUModelRunner' object has no attribute 'mm_budget',https://github.com/vllm-project/vllm-ascend/issues/5514,,Unknown
5525,[Bug]: 使用vllm-bench压测qwen3-embedding-8b 的时候，会把这个embedding服务搞崩,https://github.com/vllm-project/vllm-ascend/issues/5525,,Unknown
5544,[Bug]: Verl + vllm-ascend(v0.11.0) dp+ep+tp+server mode inference accuracy has decreased,https://github.com/vllm-project/vllm-ascend/issues/5544,,Unknown
5549,[Bug]: 310p3 启动qwen3-embeding-06B 报错,https://github.com/vllm-project/vllm-ascend/issues/5549,,Unknown
5557,[Bug]: 通过910B4 32G VNPU部署bge-m3报错 : Failed to apply for memory.   Check the remaining storage space in the hardware environment.,https://github.com/vllm-project/vllm-ascend/issues/5557,,Unknown
5564,"[Bug]:使用0.11.0rc3和0.13.0版本镜像部署DeepSeek-R1-Distill-Llama-70B（int8）模型，报错  is_skipped = self.quant_description[prefix + '.weight'] == ""FLOAT""",https://github.com/vllm-project/vllm-ascend/issues/5564,,Unknown
5571,"[Bug]: in v0.13.0rc1 version，During multimodal deployment, an error occurs: NPUAttributeError: 'NPUModelRunner' object has no attribute 'm_budget'",https://github.com/vllm-project/vllm-ascend/issues/5571,,Unknown
5634,[Bug]: Intermittent CI failure due to a compilation error in the triton operator.,https://github.com/vllm-project/vllm-ascend/issues/5634,,Unknown
5635,[Bug]: PD分离 mooncake tansfer bug,https://github.com/vllm-project/vllm-ascend/issues/5635,,Unknown
5643,[Bug]: [EPLB] 按照训练的强化学习框架的精度标准静态负载均衡可能存在精度问题,https://github.com/vllm-project/vllm-ascend/issues/5643,,Unknown
5645,[Bug]: No exception is thrown when graph capture fails.,https://github.com/vllm-project/vllm-ascend/issues/5645,,Unknown
5650,[Bug]: Unable to run multiple models on a single NPU,https://github.com/vllm-project/vllm-ascend/issues/5650,,Unknown
5660,"Failed to transfer KV cache for request chatcmpl-7817d6df-206c-4aca-bfac-c43df205506f: Mooncake transfer failed, ret: -1",https://github.com/vllm-project/vllm-ascend/issues/5660,,Unknown
5663,[Bug]: 0.11.0.RC2双机部署deepseek失败,https://github.com/vllm-project/vllm-ascend/issues/5663,,Unknown
5724,[Bug]: KIMI-k2在910B卡用vllm推理的时候报错KeyError: 'model.layers.30.self_attn.attn',https://github.com/vllm-project/vllm-ascend/issues/5724,,Unknown
5725,[Bug]: Qwen3-Embedding-0.6B计算向量，同一个字符串的第一次和第二次计算的向量不一致，存在很大误差,https://github.com/vllm-project/vllm-ascend/issues/5725,,Unknown
5745,[Bug]: 加载qwen2.5-vl-7B-Instruct有时候会输出一堆感叹号或者是引用一些莫名其妙的图片,https://github.com/vllm-project/vllm-ascend/issues/5745,,Unknown
5750,[Bug]: An error occurred while performing inference with the Qwen3-Next-80B-A3B-Instruct model using the vllm-ascend-0.13.0-rc1 image on 4 Ascend 910B cards：Failed to compile custom operators with Triton Ascend.,https://github.com/vllm-project/vllm-ascend/issues/5750,,Unknown
5760,"[Bug]: vllm-ascend 部署 Qwen3-VL-8B-Instruct , curl 等待执行完后接受为空",https://github.com/vllm-project/vllm-ascend/issues/5760,,Unknown
5894,[Bug]: vllm-ascend:v0.13.0rc1运行Glm-4.5-air频繁出错,https://github.com/vllm-project/vllm-ascend/issues/5894,,Unknown
5898,[Bug]: vllm-ascend 0.13.0.rc1  DeepSeek V3.2 W8A8模型，开启prefix-cache &amp;&amp; 关闭mtp 稳定性异常，服务rpc报错，plog算子搬运报错,https://github.com/vllm-project/vllm-ascend/issues/5898,,Unknown
5915,[Bug]: Transposing during wake_up causing MoE shape mismatch in RL scenarios.,https://github.com/vllm-project/vllm-ascend/issues/5915,,Unknown
5917,[Bug]: 单卡多vllm实例报错,https://github.com/vllm-project/vllm-ascend/issues/5917,,Unknown
5925,[Bug]: A3设备qwen3-32B模型进行ceval精度测试运行一段时间报错服务崩溃,https://github.com/vllm-project/vllm-ascend/issues/5925,,Unknown
5948,[Bug]: CPUOffloadingConnector do not work,https://github.com/vllm-project/vllm-ascend/issues/5948,,Unknown
5949,[Bug]: 2节点，2*8*910b2拉起Qwen3-235B-A22B-Thinking-2507失败,https://github.com/vllm-project/vllm-ascend/issues/5949,,Unknown
6060,[Bug]:  RopeOperation setup failed  when _rope_forward_oot() called  in condition of  self.rotary_dim &lt; self.head_size,https://github.com/vllm-project/vllm-ascend/issues/6060,,Unknown
6076,[Bug][CANN 8.5.0]: The failed tests while upgrading CANN to 8.5.0,https://github.com/vllm-project/vllm-ascend/issues/6076,,Unknown
6082,[Bug]: [v0.10.0rc1-310p]NPU function error: call aclnnIsNegInf failed,https://github.com/vllm-project/vllm-ascend/issues/6082,,Unknown
6114,[Bug]: Qwen3-235B-Instruct-Lora Inference error,https://github.com/vllm-project/vllm-ascend/issues/6114,,Unknown
6127,[Bug]: High hit rate of kvpool can cause OOM errors.,https://github.com/vllm-project/vllm-ascend/issues/6127,,Unknown
6134,[Bug]: 安装vllm_ascend提示冲突,https://github.com/vllm-project/vllm-ascend/issues/6134,,Unknown
6242,[Bug]: vllm-ascend 0.13.0.rc2-a3启动失败,https://github.com/vllm-project/vllm-ascend/issues/6242,,Unknown
6243,[Bug]: v0.12.0rc1跑ds-v3.2偶发性报算子错误后服务中断--KvRmsNormRopeCache的tiling切分有误,https://github.com/vllm-project/vllm-ascend/issues/6243,,Unknown
6249,Qwen3 next 80b模型幻觉严重,https://github.com/vllm-project/vllm-ascend/issues/6249,,Unknown
6253,Qwen3 next 80b模型,https://github.com/vllm-project/vllm-ascend/issues/6253,,Unknown
6257,[Bug]: 离线推理gemma-3-1b-it报错,https://github.com/vllm-project/vllm-ascend/issues/6257,,Unknown
6261,[Bug]: 部署Qwen3-Omni-30B-A3B-Instruct模型开启FLASHCOMM启动失败,https://github.com/vllm-project/vllm-ascend/issues/6261,,Unknown
6262,[Bug]: OpenEuler 24.03 + vllm0.13.0RC1，Qwen3-VL-32B-Instruct模型推理十几次后vllm服务进程自动退出,https://github.com/vllm-project/vllm-ascend/issues/6262,,Unknown
6264,[Bug]: 在尝试安装vllm-ascend 0.13.0rc2依赖包时，提示未找到npu-smi命令，经发现是缺少NPU相关驱动,https://github.com/vllm-project/vllm-ascend/issues/6264,,Unknown
6266,[Bug]: 部署GLM-4.7 PD分离出现assert error. assert req_id in self.requests,https://github.com/vllm-project/vllm-ascend/issues/6266,,Unknown
6275,[Bug]: 双机910b2拉起deepseek v3.2量化版失败,https://github.com/vllm-project/vllm-ascend/issues/6275,,Unknown
6283,[Bug]: pipeline parallelism errors when applying flashcomm1/sp,https://github.com/vllm-project/vllm-ascend/issues/6283,,Unknown
6359,[Bug]: NPU function error when using Llama-3.1-8B-Instruct with eagle3 and long seq_lens prompt,https://github.com/vllm-project/vllm-ascend/issues/6359,,Unknown
6377,[Bug]: An error occurs when using the Eagle3 feature with the Qwen3‑VL‑235B model.,https://github.com/vllm-project/vllm-ascend/issues/6377,,Unknown
6381,[Bug]: GLM-4.7-W8A8 MTP Fails when multiple requests comes in together,https://github.com/vllm-project/vllm-ascend/issues/6381,,Unknown
6394,[Bug]:Failed to import Triton kernels. Please make sure your triton version is compatible. Error: No module named 'triton.language.target_info',https://github.com/vllm-project/vllm-ascend/issues/6394,,Unknown
6395,[Bug]: Qwen3-Next-80B model fails on inputs longer than 65535 tokens with index out-of-range error,https://github.com/vllm-project/vllm-ascend/issues/6395,,Unknown
6446,[Bug]: 0.14.0rc1+GLM-4.7，KV Cache满载时TPS大幅下降,https://github.com/vllm-project/vllm-ascend/issues/6446,,Unknown
6449,"[Bug]: GLLM-4.7 MTP  infer error:RuntimeError: shape '[6, -1]' is invalid for input of size 512",https://github.com/vllm-project/vllm-ascend/issues/6449,,Unknown
6450,[Bug]: The number of tokens generated by the deep thinking of the deepseek R1 model is less than that of deepseekV3.1 terminus,https://github.com/vllm-project/vllm-ascend/issues/6450,,Unknown
6456,[Bug]:vllm0.13.0.rc1，打开full算子入图模式后精度异常,https://github.com/vllm-project/vllm-ascend/issues/6456,,Unknown
6471,[Feature]: 【Ascend 310P】运行 Qwen3-VL-Embedding-2B 时因 --runner pooling 报错：NotImplementedError: 310P does not support runner_type='pooling',https://github.com/vllm-project/vllm-ascend/issues/6471,,Unknown
6478,[Bug]: Qwen3-next-80B with FULL_DECODE_ONLY compilation mode shows gradual memory growth and OOM after long-running inference,https://github.com/vllm-project/vllm-ascend/issues/6478,,Unknown
6485,[Bug]: Prefill-Decode Disaggregation abnormal TPOT  with 0.14.0.rc1,https://github.com/vllm-project/vllm-ascend/issues/6485,,Unknown
6555,[Bug]: ModuleNotFoundError: No module named 'flash_attn.ops'; 'flash_attn' is not a package,https://github.com/vllm-project/vllm-ascend/issues/6555,,Unknown
6561,[Bug]: Qwen3-Coder-Next模型结合qwen3_coder这个tool parser时，报错IndexError: list index out of range,https://github.com/vllm-project/vllm-ascend/issues/6561,,Unknown
6562,[Bug]: 部署Qwen3-Next或Qwen3-Coder-Next时，推理中出现告警,https://github.com/vllm-project/vllm-ascend/issues/6562,,Unknown
6570,"[Bug]: MooncakeConnector finish req not in reqs to process.If it is a P node, this request may have been force freed.",https://github.com/vllm-project/vllm-ascend/issues/6570,,Unknown
6571,[Bug]: 910B4+25.2.3+0.14.0rc1部署Qwen3-VL-32B-Instruct，v1/chat/completions无响应，但health和metrics正常,https://github.com/vllm-project/vllm-ascend/issues/6571,,Unknown
6572,[Bug]: A2 0.14.0rc1部署Qwen3-Coder-Next，其它参数相同，TP4能拉但TP8报OOM,https://github.com/vllm-project/vllm-ascend/issues/6572,,Unknown
6578,[Bug]: 910B A+X 基于v0.14.0 vllm-ascend运行Qwen3-32B模型出现 no attribute qkv_rmsnorm_rope,https://github.com/vllm-project/vllm-ascend/issues/6578,,Unknown
6583,[v0.13.0] FAQ / Feedback | 问题/反馈,https://github.com/vllm-project/vllm-ascend/issues/6583,,Unknown
6671,"[Bug]: vllm-ascend 0.14.0rc1-a3镜像使用tp1,dp2方式运行qwen3-30b-a3b存在精度问题",https://github.com/vllm-project/vllm-ascend/issues/6671,,Unknown
6676,[Bug]: vllm-ascend推理报错,https://github.com/vllm-project/vllm-ascend/issues/6676,,Unknown
6678,[Bug]: 4节点 * 8卡910B，PP=4，vLLM V1 引擎初始化 KV Cache 报 KeyError,https://github.com/vllm-project/vllm-ascend/issues/6678,,Unknown
6679,[Bug]: 使用源码安装 vllm跑GLM-4.7-W8A8时异常,https://github.com/vllm-project/vllm-ascend/issues/6679,,Unknown
6772,[Bug]:GLM-5-W4A8 Still display&lt;/think&gt; token in output when thinking mode is disabled,https://github.com/vllm-project/vllm-ascend/issues/6772,,Unknown
6774,[Bug]: qwen3.5 A2 双机启动失败,https://github.com/vllm-project/vllm-ascend/issues/6774,,Unknown
6784,[Bug]: quay.io/ascend/vllm-ascend:v0.14.0rc1-a3-openeuler  longcat 拉起失败,https://github.com/vllm-project/vllm-ascend/issues/6784,,Unknown
6790,[Bug]: 部署deepseek3.1报错,https://github.com/vllm-project/vllm-ascend/issues/6790,,Unknown
6793,[CI]: Nightly failure,https://github.com/vllm-project/vllm-ascend/issues/6793,,Unknown
6796,[Bug]: RuntimeError: Can not support soc_version: 104.,https://github.com/vllm-project/vllm-ascend/issues/6796,,Unknown
6799,[Bug]: R1-BF16的大EP。服务拉起，单curl长度超过100token左右，D节点会挂死。,https://github.com/vllm-project/vllm-ascend/issues/6799,,Unknown
6868,[Bug]: When Running GLM5 metrics.py make server crush,https://github.com/vllm-project/vllm-ascend/issues/6868,bugSomething isn't working;glm5,Unknown
6875,"[Bug]: A2尝试四机部署GLM5-bf16失败，报错：NPU function error: call aclnnSwiGlu failed, error code is 507014",https://github.com/vllm-project/vllm-ascend/issues/6875,,Unknown
6909,[Bug]: v0.15.0rc1-openeuler版本镜像部署的Qwen3-vl模型无完整回复,https://github.com/vllm-project/vllm-ascend/issues/6909,,Unknown
6925,[Bug]: quay.io/ascend/vllm-ascend:glm5-openeuler 部署GLM-OCR 精度劣化严重,https://github.com/vllm-project/vllm-ascend/issues/6925,,Unknown
6926,"[Bug]: 开启export VLLM_TORCH_PROFILER_DIR=""./vllm_profile""这个变量后，发送多次curl请求会报错",https://github.com/vllm-project/vllm-ascend/issues/6926,,Unknown
6929,[Bug]: Qwen3-VL-235B模型，压测时模型内存占用一直提升，压测完毕后，重新压测依旧会继续上涨,https://github.com/vllm-project/vllm-ascend/issues/6929,,Unknown
6934,[Bug]: [kimi-k2.5] Attempted to assign 4225 = 4225 multimodal tokens to 1 placeholder,https://github.com/vllm-project/vllm-ascend/issues/6934,,Unknown
6972,"[Bug]: vllm 启动 qwen3-omni 模型，尝试命令行方式--compilation-config '{""cudagraph_mode"": ""FULL_DECODE_ONLY"", ""cudagraph_capture_sizes"":[1,2,4,8,16,24,48]}'  或yaml 文件方式，FULL_DECODE_ONLY均未生效",https://github.com/vllm-project/vllm-ascend/issues/6972,bugSomething isn't working,Unknown
6980,[Bug]: 在gpustack上使用vllm-ascend:glm5部署GLM-5-w4a8模型，模型输出异常,https://github.com/vllm-project/vllm-ascend/issues/6980,,Unknown
6992,【BUG】CPU binding may fail where the operating system language is Chinese,https://github.com/vllm-project/vllm-ascend/issues/6992,,Unknown
6999,[Bug] Change <code>assert</code> to <code>warning</code> in <code>get_mc2_group</code> to prevent crash on NPU in vllm-omni,https://github.com/vllm-project/vllm-ascend/issues/6999,,Unknown
7015,[Bug]: 0.14.0.rc1 DeepSeek v3.2 A2双机场景下推理概率出现TimeoutError,https://github.com/vllm-project/vllm-ascend/issues/7015,,Unknown
7023,[Bug][Qwen3.5]:  Attempted to assign 65 = 65 multimodal tokens to 3905 placeholders,https://github.com/vllm-project/vllm-ascend/issues/7023,,Unknown
7037,[Bug]: qwen模型系列在longbenchv2数据集上无法实现数据集发布结果,https://github.com/vllm-project/vllm-ascend/issues/7037,,Unknown
7039,[Bug]: run failed for qwen2-72b w8a16 quantization,https://github.com/vllm-project/vllm-ascend/issues/7039,,Unknown
